language,license,rightsHolder,bibliographicCitation,datasetID,institutionCode,datasetName,references,taxonID,acceptedNameUsageID,scientificName,acceptedNameUsage,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,taxonomicStatus,taxonRemarks
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/7227181: Carex muricata subsp. muricata in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/7227181,https://www.gbif.org/species/7227181,https://www.gbif.org/species/7227181,Carex muricata subsp. muricata,Carex muricata subsp. muricata,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,muricata,muricata,SUBSPECIES,,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/7230699: Pinus nigra subsp. nigra in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/7230699,https://www.gbif.org/species/7230699,https://www.gbif.org/species/7230699,Pinus nigra subsp. nigra,Pinus nigra subsp. nigra,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,nigra,nigra,SUBSPECIES,,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/7239373: Uromyces veratri (DC.) J.Schröt. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/7239373,https://www.gbif.org/species/7239373,https://www.gbif.org/species/7239373,Uromyces veratri (DC.) J.Schröt.,Uromyces veratri (DC.) J.Schröt.,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Uromyces,veratri,,SPECIES,J.Schröt. (DC.),ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/2dboyn
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/7262908: Acer cappadocicum Gled. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/7262908,https://www.gbif.org/species/7262908,https://www.gbif.org/species/7262908,Acer cappadocicum Gled.,Acer cappadocicum Gled.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,cappadocicum,,SPECIES,Gled.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/7262958: Acer monspessulanum L. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/7262958,https://www.gbif.org/species/7262958,https://www.gbif.org/species/7262958,Acer monspessulanum L.,Acer monspessulanum L.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,monspessulanum,,SPECIES,L.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/7263145: Acer rufinerve Siebold & Zucc. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/7263145,https://www.gbif.org/species/7263145,https://www.gbif.org/species/7263145,Acer rufinerve Siebold & Zucc.,Acer rufinerve Siebold & Zucc.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,rufinerve,,SPECIES,Siebold & Zucc.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/7267309: Silene baccifera (L.) Roth in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/7267309,https://www.gbif.org/species/7267309,https://www.gbif.org/species/7267309,Silene baccifera (L.) Roth,Silene baccifera (L.) Roth,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,baccifera,,SPECIES,Roth (L.),ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/7267492: Silene nocturna subsp. nocturna in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/7267492,https://www.gbif.org/species/7267492,https://www.gbif.org/species/7267492,Silene nocturna subsp. nocturna,Silene nocturna subsp. nocturna,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,nocturna,nocturna,SUBSPECIES,,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/7267631: Dianthus giganteus subsp. giganteus in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/7267631,https://www.gbif.org/species/7267631,https://www.gbif.org/species/7267631,Dianthus giganteus subsp. giganteus,Dianthus giganteus subsp. giganteus,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,giganteus,giganteus,SUBSPECIES,,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/7270381: Gentiana asclepiadea L. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/7270381,https://www.gbif.org/species/7270381,https://www.gbif.org/species/7270381,Gentiana asclepiadea L.,Gentiana asclepiadea L.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentiana,asclepiadea,,SPECIES,L.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/7270761: Actinidia deliciosa (Chev.) C.F.Liang & A.R.Ferguson in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/7270761,https://www.gbif.org/species/7270761,https://www.gbif.org/species/3644922,Actinidia deliciosa (Chev.) C.F.Liang & A.R.Ferguson,Actinidia chinensis var. hispida C.F.Liang,Plantae,Tracheophyta,Magnoliopsida,Ericales,Actinidiaceae,Actinidia,deliciosa,,SPECIES,C.F.Liang & A.R.Ferguson (Chev.),HOMOTYPIC_SYNONYM,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/7271631: Pyrus communis subsp. communis in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/7271631,https://www.gbif.org/species/7271631,https://www.gbif.org/species/7271631,Pyrus communis subsp. communis,Pyrus communis subsp. communis,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Pyrus,communis,communis,SUBSPECIES,,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/7272312: Filipendula camtschatica (Pall.) Maxim. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/7272312,https://www.gbif.org/species/7272312,https://www.gbif.org/species/7272312,Filipendula camtschatica (Pall.) Maxim.,Filipendula camtschatica (Pall.) Maxim.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Filipendula,camtschatica,,SPECIES,Maxim. (Pall.),ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/7272439: Potentilla recta subsp. recta in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/7272439,https://www.gbif.org/species/7272439,https://www.gbif.org/species/7272439,Potentilla recta subsp. recta,Potentilla recta subsp. recta,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,recta,recta,SUBSPECIES,,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/7277286: Thalictrum speciosissimum L. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/7277286,https://www.gbif.org/species/7277286,https://www.gbif.org/species/7277286,Thalictrum speciosissimum L.,Thalictrum speciosissimum L.,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum,speciosissimum,,SPECIES,L.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/7278040: Thalictrum delavayi Franch. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/7278040,https://www.gbif.org/species/7278040,https://www.gbif.org/species/7278040,Thalictrum delavayi Franch.,Thalictrum delavayi Franch.,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum,delavayi,,SPECIES,Franch.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/7278926: Malope malacoides L. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/7278926,https://www.gbif.org/species/7278926,https://www.gbif.org/species/7278926,Malope malacoides L.,Malope malacoides L.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malope,malacoides,,SPECIES,L.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/7291264: Bistorta amplexicaulis (D.Don) Greene in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/7291264,https://www.gbif.org/species/7291264,https://www.gbif.org/species/7291264,Bistorta amplexicaulis (D.Don) Greene,Bistorta amplexicaulis (D.Don) Greene,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Bistorta,amplexicaulis,,SPECIES,Greene (D.Don),ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/7291824: Polygonum plebejum R.Br. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/7291824,https://www.gbif.org/species/7291824,https://www.gbif.org/species/7291824,Polygonum plebejum R.Br.,Polygonum plebejum R.Br.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,plebejum,,SPECIES,R.Br.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/7293094: Elaeagnus macrophylla Thunb. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/7293094,https://www.gbif.org/species/7293094,https://www.gbif.org/species/7293094,Elaeagnus macrophylla Thunb.,Elaeagnus macrophylla Thunb.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Elaeagnaceae,Elaeagnus,macrophylla,,SPECIES,Thunb.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/7293222: Linum austriacum subsp. austriacum in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/7293222,https://www.gbif.org/species/7293222,https://www.gbif.org/species/7293222,Linum austriacum subsp. austriacum,Linum austriacum subsp. austriacum,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,austriacum,austriacum,SUBSPECIES,,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/7294644: Nonea pulla (L.) DC. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/7294644,https://www.gbif.org/species/7294644,https://www.gbif.org/species/7294644,Nonea pulla (L.) DC.,Nonea pulla (L.) DC.,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Nonea,pulla,,SPECIES,DC. (L.),ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/7294681: Pulmonaria longifolia (Bastard) Boreau in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/7294681,https://www.gbif.org/species/7294681,https://www.gbif.org/species/7294681,Pulmonaria longifolia (Bastard) Boreau,Pulmonaria longifolia (Bastard) Boreau,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Pulmonaria,longifolia,,SPECIES,Boreau (Bastard),ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/7294722: Cerinthe minor L. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/7294722,https://www.gbif.org/species/7294722,https://www.gbif.org/species/7294722,Cerinthe minor L.,Cerinthe minor L.,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cerinthe,minor,,SPECIES,L.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/7294771: Heliotropium suaveolens M.Bieb. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/7294771,https://www.gbif.org/species/7294771,https://www.gbif.org/species/7294771,Heliotropium suaveolens M.Bieb.,Heliotropium suaveolens M.Bieb.,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Heliotropiaceae,Heliotropium,suaveolens,,SPECIES,M.Bieb.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/7295374: Anchusa officinalis subsp. officinalis in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/7295374,https://www.gbif.org/species/7295374,https://www.gbif.org/species/7295374,Anchusa officinalis subsp. officinalis,Anchusa officinalis subsp. officinalis,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Anchusa,officinalis,officinalis,SUBSPECIES,,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/7296375: Viola hederacea Labill. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/7296375,https://www.gbif.org/species/7296375,https://www.gbif.org/species/7296375,Viola hederacea Labill.,Viola hederacea Labill.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,hederacea,,SPECIES,Labill.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
